Youtuber,category,Title,Country,Abbreviation,channel_type,created_month,subscribers,video views,uploads,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,created_year,created_date
Ultra Movie Parlour,Movies,Ultra Movie Parlour,India,IN,Film,May,22900000,5320485069.0,1670,118846000.0,0.0,0.0,0.0,0.0,300000.0,2011.0,17.0
Alan Becker,Film & Animation,Alan Becker,United States,US,Games,Mar,22900000,5380073627.0,0,38152726.64623323,0.0,0.0,0.0,0.0,1.0,2006.0,21.0
toyorbabytv,Music,toyorbabytv,Jordan,JO,Music,Nov,22900000,16298342829.0,1159,169056000.0,42300.0,676200.0,507200.0,8100000.0,300000.0,2012.0,1.0
BabyBus - Canciones Infantiles & Videos para Niï¿½ï,Education,BabyBus - Canciones Infantiles & Videos paraï¿½,Mexico,MX,Education,Mar,22900000,13206471140.0,1251,136821000.0,34200.0,547300.0,410500.0,6600000.0,200000.0,2018.0,19.0
KL BRO Biju Rithvik,Entertainment,KL BRO Biju Rithvik,Unknown,,Entertainment,Jul,22800000,17988347989.0,1841,2033000000.0,508100.0,8100000.0,6100000.0,97600000.0,3200000.0,2020.0,21.0
Vania Mania Kids,People & Blogs,Vania Mania Kids,United States,US,Education,Sep,22700000,10115316784.0,985,155215000.0,38800.0,620900.0,465600.0,7500000.0,300000.0,2015.0,9.0
Like Nastya PRT,Entertainment,Like Nastya PRT,Unknown,,Entertainment,Apr,22700000,11568118121.0,654,96613000.0,24200.0,386500.0,289800.0,4600000.0,100000.0,2019.0,9.0
Sun TV,People & Blogs,Sun TV,India,IN,Entertainment,Feb,22600000,20847038152.0,60964,982238000.0,245600.0,3900000.0,2900000.0,47100000.0,600000.0,2016.0,26.0
Heroindori,Comedy,Heroindori,India,IN,Entertainment,Jun,22600000,9223534599.0,495,399152000.0,99800.0,1600000.0,1200000.0,19200000.0,1400000.0,2020.0,29.0
The Chainsmokers,Music,The Chainsmokers,United States,US,Music,Sep,22600000,14231943358.0,180,81660000.0,20400.0,326600.0,245000.0,3900000.0,100000.0,2012.0,22.0
mmoshaya,People & Blogs,mmoshaya,Saudi Arabia,SA,Entertainment,Dec,22600000,17507060680.0,1189,73829000.0,18500.0,295300.0,221500.0,3500000.0,100000.0,2010.0,11.0
Sia,Music,Sia,United States,US,Music,Nov,22600000,13405849040.0,171,95253000.0,23800.0,381000.0,285800.0,4600000.0,300000.0,2007.0,19.0
LeoNata Family,People & Blogs,LeoNata Family,United States,US,People,Sep,22600000,27084848152.0,2321,1174000000.0,293500.0,4700000.0,3500000.0,56300000.0,1300000.0,2021.0,28.0
Goldmines Cineplex,Film & Animation,Goldmines Cineplex,India,IN,Film,Sep,22500000,2431154438.0,3377,48740000.0,12200.0,195000.0,146200.0,2300000.0,200000.0,2015.0,12.0
Vlad and Niki Arabic,unknown,Vlad and Niki Arabic,United States,US,Entertainment,Nov,22500000,10613701948.0,526,65066000.0,16300.0,260300.0,195200.0,3100000.0,100000.0,2018.0,9.0
SSundee,Gaming,SSundee,United States,US,Games,Nov,22500000,13835173331.0,3315,175094000.0,43800.0,700400.0,525300.0,8400000.0,200000.0,2009.0,28.0
Paulo Londra,Music,Paulo Londra,Argentina,AR,Music,Aug,22400000,8040036209.0,58,72242000.0,18100.0,289000.0,216700.0,3500000.0,100000.0,2016.0,8.0
Smile Family,People & Blogs,SMILE Family,France,FR,Music,Nov,22300000,8663830163.0,34,735.0,0.18,3.0,2.0,35.0,10.0,2019.0,3.0
FGTeeV,Gaming,FGTeeV,United States,US,Games,May,22300000,24059336857.0,1724,132110000.0,33000.0,528400.0,396300.0,6300000.0,100000.0,2013.0,24.0
Kinder Spielzeug Kanal (Kidibli),Entertainment,Kinder Spielzeug Kanal (Kidibli),United States,US,Entertainment,Sep,22200000,11136266461.0,999,139333000.0,34800.0,557300.0,418000.0,6700000.0,200000.0,2015.0,25.0
Charlie Puth,Music,Charlie Puth,United States,US,Music,Sep,22000000,9924807127.0,157,111500000.0,27900.0,446000.0,334500.0,5400000.0,100000.0,2009.0,9.0
Vlad and Niki ESP,unknown,Vlad and Niki ESP,United States,US,Entertainment,Oct,22000000,8594440895.0,515,183871000.0,46000.0,735500.0,551600.0,8800000.0,200000.0,2018.0,11.0
Sagawa /ï¿½ï¿½ï¿½,Entertainment,Sagawa /ï¿½ï¿½ï¿½,Japan,JP,Entertainment,Feb,22000000,18347969186.0,6274,711254000.0,177800.0,2800000.0,2100000.0,34100000.0,800000.0,2021.0,13.0
Ben Azelart,Film & Animation,Ben Azelart,United States,US,Entertainment,Jun,21900000,4454917643.0,301,184946000.0,46200.0,739800.0,554800.0,8900000.0,500000.0,2014.0,5.0
Zach Choi ASMR,People & Blogs,Zach Choi ASMR,United States,US,People,Jul,21900000,5918314128.0,946,234222000.0,58600.0,936900.0,702700.0,11200000.0,400000.0,2014.0,5.0
Topper Guild,Comedy,Topper Guild,United States,US,Comedy,Jul,21900000,15552070846.0,816,687028000.0,171800.0,2700000.0,2100000.0,33000000.0,1900000.0,2014.0,9.0
Disney Latinoamï¿½ï¿½,Entertainment,disneylatinoamerica,Mexico,MX,Music,Apr,21900000,20657571751.0,116,4719.0,1.0,19.0,14.0,227.0,100000.0,2008.0,7.0
Stokes Twins,People & Blogs,Stokes Twins,United States,US,People,Apr,21800000,4469711607.0,257,197953000.0,49500.0,791800.0,593900.0,9500000.0,600000.0,2008.0,11.0
National Geographic,Science & Technology,National Geographic,United States,US,Entertainment,May,21800000,5614621131.0,10162,45812000.0,11500.0,183200.0,137400.0,2200000.0,100000.0,2006.0,7.0
Dua Lipa,Music,Dua Lipa,United Kingdom,GB,Music,Feb,21800000,11288359365.0,164,128047000.0,32000.0,512200.0,384100.0,6100000.0,100000.0,2011.0,5.0
OneDirectionVEVO,Music,OneDirectionVEVO,United Kingdom,GB,Music,Dec,21800000,12140232004.0,266,51134000.0,12800.0,204500.0,153400.0,2500000.0,100000.0,2010.0,4.0
Rotana,Music,rotana5018,Unknown,,Music,Oct,21800000,19329351143.0,135,10571.0,3.0,42.0,32.0,507.0,100.0,2011.0,27.0
Netflix India,People & Blogs,NETFLIX INDIA,Unknown,,People,Sep,21800000,7780934187.0,1,408.0,0.0,0.0,0.0,0.0,200000.0,2017.0,24.0
Sourav Joshi Vlogs,People & Blogs,Sourav Joshi Vlogs,Unknown,,People,Feb,21700000,9392093496.0,1390,265336000.0,66300.0,1100000.0,796000.0,12700000.0,400000.0,2019.0,19.0
ZAMZAM ELECTRONICS TRADING,unknown,ZAMZAM ELECTRONICS TRADING,United Arab Emirates,AE,People,Dec,21700000,8507818877.0,15126,1598000000.0,399600.0,6400000.0,4800000.0,76700000.0,3400000.0,2020.0,19.0
DUDU e CAROL,Autos & Vehicles,DUDU e CAROL,Brazil,BR,Entertainment,Mar,21600000,9597894786.0,2942,193174000.0,48300.0,772700.0,579500.0,9300000.0,300000.0,2013.0,2.0
Village Cooking Channel,Howto & Style,Village Cooking Channel,India,IN,Howto,Apr,21600000,5863377051.0,219,194604000.0,48700.0,778400.0,583800.0,9300000.0,400000.0,2018.0,25.0
Eva Bravo Play,Entertainment,Eva Bravo Play,United States,US,Entertainment,May,21600000,9346383505.0,228,63919000.0,16000.0,255700.0,191800.0,3100000.0,1.0,2019.0,7.0
Tekashi 6ix9ine,People & Blogs,Tekashi 6ix9ine,United States,US,Music,Apr,21500000,5890180734.0,51,113542000.0,28400.0,454200.0,340600.0,5400000.0,200000.0,2018.0,6.0
Tlnovelas,News & Politics,tlnovelas,Mexico,MX,Entertainment,Jan,21500000,15013096899.0,158,15459.0,4.0,62.0,46.0,742.0,700000.0,2014.0,2.0
SMOL,People & Blogs,Claudio,Unknown,,Music,Apr,21500000,22065582014.0,6,3.0,0.0,0.01,0.01,0.14,100000.0,2006.0,2.0
invictor,Gaming,INVICTOR,Chile,CL,People,Jul,21500000,8409641722.0,17,49.0,0.01,0.2,0.15,2.0,4.0,2016.0,26.0
YOLO,Comedy,YOLO,Germany,DE,,Jun,21400000,1573058816.0,0,88977694.56857595,0.0,0.0,0.0,0.0,5.0,2013.0,11.0
Sidhu Moose Wala,Music,Sidhu Moose Wala,India,IN,Music,Oct,21400000,6264261757.0,114,160690000.0,40200.0,642800.0,482100.0,7700000.0,500000.0,2017.0,30.0
The Royalty Family,People & Blogs,The Royalty Family,United States,US,People,Apr,21300000,6269945014.0,733,160227000.0,40100.0,640900.0,480700.0,7700000.0,200000.0,2017.0,13.0
Becky G,Music,Becky G,United States,US,Music,Sep,21300000,10644857969.0,78,103171000.0,25800.0,412700.0,309500.0,5000000.0,100000.0,2011.0,6.0
Ishaan Ali 11,People & Blogs,Ishaan Ali 11,India,IN,People,Jul,21300000,12761253839.0,951,729409000.0,182400.0,2900000.0,2200000.0,35000000.0,1600000.0,2016.0,27.0
Infinite,Entertainment,Infinite,United States,US,Entertainment,Aug,21300000,5141834668.0,1608,68350000.0,17100.0,273400.0,205100.0,3300000.0,200000.0,2014.0,21.0
Azhan5star,Entertainment,Azhan5star,India,IN,Entertainment,Feb,21300000,10047736580.0,669,236293000.0,59100.0,945200.0,708900.0,11300000.0,600000.0,2021.0,2.0
Dangal TV Channel,Entertainment,Dangal TV Channel,India,IN,Entertainment,Aug,21300000,12895427184.0,20225,561020000.0,140300.0,2200000.0,1700000.0,26900000.0,700000.0,2017.0,2.0
Khan GS Research Centre,Education,KHAN GS RESEARCH CENTRE,Unknown,,People,Jan,21200000,2073073070.0,1,113107284.9548498,0.0,0.0,0.0,0.0,600000.0,2017.0,5.0
GMA Public  Affairs,Entertainment,GMA Public  Affairs,Philippines,PH,News,Aug,21200000,11364908616.0,31989,142317000.0,35600.0,569300.0,427000.0,6800000.0,200000.0,2009.0,8.0
Tasty,Howto & Style,Tasty,United States,US,Howto,Jan,21100000,5783557209.0,4728,24691000.0,6200.0,98800.0,74100.0,1200000.0,200000.0,2016.0,22.0
Baim Paula,People & Blogs,Baim Paula,Indonesia,ID,Entertainment,Jun,21100000,4526271677.0,2325,26974000.0,6700.0,107900.0,80900.0,1300000.0,100000.0,2016.0,4.0
nigahiga,Entertainment,nigahiga,United States,US,Entertainment,Jul,21000000,4380564906.0,403,2476000.0,619.0,9900.0,7400.0,118900.0,100000.0,2006.0,21.0
Rafa & Luiz,Entertainment,Rafa & Luiz,Brazil,BR,Entertainment,Aug,21000000,7762905663.0,2883,118410000.0,29600.0,473600.0,355200.0,5700000.0,400000.0,2015.0,26.0
Lyrical Lemonade,Entertainment,Lyrical Lemonade,United States,US,Entertainment,Mar,21000000,10631638628.0,420,80062000.0,20000.0,320200.0,240200.0,3800000.0,100000.0,2013.0,25.0
Vlad and Niki IDN,unknown,Vlad and Niki IDN,United States,US,Entertainment,Nov,21000000,9789121606.0,498,133362000.0,33300.0,533400.0,400100.0,6400000.0,300000.0,2018.0,9.0
Dr. Vivek Bindra: Motivational Speaker,Education,Dr. Vivek Bindra: Motivational Speaker,India,IN,Education,Dec,20900000,1693149479.0,896,28588000.0,7100.0,114400.0,85800.0,1400000.0,100000.0,2013.0,6.0
Fatos Desconhecidos,Entertainment,Fatos Desconhecidos,Brazil,BR,Entertainment,Sep,20900000,3828000587.0,6262,52330000.0,13100.0,209300.0,157000.0,2500000.0,100000.0,2013.0,26.0
Brave Wilderness,Pets & Animals,Brave Wilderness,United States,US,Animals,Sep,20900000,4927879069.0,982,2989000.0,0.0,0.0,0.0,0.0,100000.0,2014.0,8.0
LIV Crime,People & Blogs,LIV Crime,United States,US,People,Aug,20900000,11058049885.0,9850,383700000.0,95900.0,1500000.0,1200000.0,18400000.0,600000.0,2020.0,18.0
Minecraft - Topic,unknown,Minecraft - Topic,Unknown,,Games,Dec,20900000,0.0,0,52.01966831181906,0.0,0.0,0.0,0.0,300000.0,2013.0,20.0
Romeo Santos,Music,RomeoSantos,United States,US,Music,Jul,20900000,17324976752.0,6,99.0,0.02,0.4,0.3,5.0,100000.0,2006.0,31.0
Canal Canalha,Comedy,Canal Canalha,Brazil,BR,Comedy,Apr,20800000,1870608170.0,288,23897000.0,6000.0,95600.0,71700.0,1100000.0,400000.0,2011.0,8.0
Kurzgesagt ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,Education,Kurzgesagt ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,Germany,DE,Education,Jul,20800000,2378448129.0,193,29269000.0,7300.0,117100.0,87800.0,1400000.0,100000.0,2013.0,9.0
Yoeslan,Entertainment,Yoeslan,United States,US,Entertainment,Sep,20700000,17963202261.0,619,874796000.0,218700.0,3500000.0,2600000.0,42000000.0,1000000.0,2020.0,26.0
5-Minute Crafts DIY,Howto & Style,5-Minute Crafts DIY,United States,US,Howto,Jan,20700000,5091618606.0,5062,20012000.0,5000.0,80000.0,60000.0,960600.0,100000.0,2018.0,18.0
Zach King,Entertainment,Zach King,Unknown,,Entertainment,Jun,20700000,5410164682.0,6,125.0,0.03,0.5,0.38,6.0,10.0,2013.0,5.0
tuzelity SHUFFLE,People & Blogs,tuzelity SHUFFLE,Russia,RU,People,Oct,20700000,8658941531.0,889,552266000.0,138100.0,2200000.0,1700000.0,26500000.0,1600000.0,2015.0,26.0
NBA,Sports,NBA,United States,US,Sports,Nov,20700000,12624879732.0,47926,73025000.0,18300.0,292100.0,219100.0,3500000.0,100000.0,2005.0,21.0
Deddy Corbuzier,Entertainment,deddycorbuzier,Indonesia,ID,Entertainment,Jul,20600000,4956090094.0,15,85.0,0.02,0.34,0.26,4.0,1.0,2007.0,23.0
Bizarrap,Comedy,Bizarrap,Argentina,AR,Entertainment,Jan,20600000,7657171980.0,83,193176000.0,48300.0,772700.0,579500.0,9300000.0,200000.0,2017.0,15.0
Avicii,Music,Avicii,Sweden,SE,Music,Oct,20600000,10292874715.0,156,81236000.0,20300.0,324900.0,243700.0,3900000.0,100000.0,2009.0,28.0
Mnet K-POP,Entertainment,Mnet K-POP,South Korea,KR,Entertainment,Mar,20500000,15038593883.0,33229,158540000.0,39600.0,634200.0,475600.0,7600000.0,100000.0,2006.0,9.0
LazarBeam,Gaming,LazarBeam,Australia,AU,Games,Jan,20500000,8768697257.0,1323,26082000.0,6500.0,104300.0,78200.0,1300000.0,100000.0,2015.0,4.0
Ninja Kidz TV,Entertainment,Ninja Kidz TV,United States,US,Entertainment,Feb,20500000,11009148579.0,296,195203000.0,48800.0,780800.0,585600.0,9400000.0,100000.0,2017.0,9.0
Totoy kids - Portuguï¿½,Film & Animation,Totoy kids - Portuguï¿½,Brazil,BR,Film,Dec,20400000,1796227417.0,206,39495000.0,9900.0,158000.0,118500.0,1900000.0,100000.0,2014.0,2.0
Jake Paul,People & Blogs,Jake Paul,United States,US,People,Sep,20400000,7311322368.0,1006,14646000.0,3700.0,58600.0,43900.0,703000.0,100000.0,2013.0,19.0
Linkin Park,Music,linkinpark,Afghanistan,AF,Games,Nov,20400000,13397000296.0,0,35327713.086579084,0.0,0.0,0.0,0.0,12.0,2006.0,28.0
Vijay Television,Entertainment,Vijay Television,India,IN,Entertainment,Feb,20400000,29406206620.0,51515,907534000.0,226900.0,3600000.0,2700000.0,43600000.0,400000.0,2007.0,1.0
SlivkiShow,Entertainment,SlivkiShow,Ukraine,UA,Entertainment,Dec,20400000,4707412332.0,462,28990000.0,7200.0,116000.0,87000.0,1400000.0,900000.0,2012.0,11.0
Emiway Bantai,Music,Emiway Bantai,India,IN,Music,May,20400000,3579555124.0,239,41289000.0,10300.0,165200.0,123900.0,2000000.0,100000.0,2013.0,3.0
Got Talent Global,Entertainment,Got Talent Global,United Kingdom,GB,Entertainment,Jan,20300000,2441288701.0,1245,86457000.0,21600.0,345800.0,259400.0,4100000.0,100000.0,2013.0,31.0
ýýýýýýýýýýýýýýý - Genevieve's Playhouse,Education,ýýýýýýýýýýýýýýý - Genevieve's Playhouse,Unknown,,Education,Jul,20300000,11022391339.0,107,71777000.0,17900.0,287100.0,215300.0,3400000.0,200000.0,2018.0,22.0
BabyBus - Cerita & Lagu Anak-anak,Education,BabyBus - Cerita & Lagu Anak-anak,Indonesia,ID,Education,Jan,20300000,11819051552.0,875,112768000.0,28200.0,451100.0,338300.0,5400000.0,100000.0,2019.0,14.0
Ami Rodriguez,Entertainment,Ami Rodriguez,Colombia,CO,Entertainment,Jul,20200000,2951914200.0,460,263864000.0,66000.0,1100000.0,791600.0,12700000.0,1600000.0,2009.0,20.0
Noor Stars,Comedy,Noor Stars,United Arab Emirates,AE,Entertainment,Apr,20200000,2764127969.0,693,15556000.0,3900.0,62200.0,46700.0,746700.0,100000.0,2014.0,24.0
Family GamesTV,Entertainment,FamilyGamesTV,Unknown,,Games,Dec,20200000,7066711323.0,0,125975929.70253609,0.0,0.0,0.0,0.0,100000.0,2012.0,29.0
Kiddiestv Hindi - Nursery Rhymes & Kids Songs,Education,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,India,IN,Education,May,20200000,7274150246.0,226,113420000.0,28400.0,453700.0,340300.0,5400000.0,300000.0,2017.0,25.0
dednahype,Comedy,dednahype,Latvia,LV,Comedy,Mar,20200000,20919403720.0,1935,1245000000.0,311200.0,5000000.0,3700000.0,59800000.0,1200000.0,2020.0,20.0
Marta and Rustam,Comedy,Marta and Rustam,United States,US,Comedy,Jun,20200000,19694265358.0,761,452250000.0,113100.0,1800000.0,1400000.0,21700000.0,600000.0,2021.0,21.0
MiawAug,Gaming,MiawAug,Indonesia,ID,Games,Mar,20200000,6098644584.0,3713,64489000.0,16100.0,258000.0,193500.0,3100000.0,200000.0,2014.0,15.0
CookieSwirlC,Entertainment,CookieSwirlC,United States,US,Games,Nov,20100000,23353115850.0,3774,221702000.0,55400.0,886800.0,665100.0,10600000.0,200000.0,2013.0,3.0
Skrillex,Music,Skrillex,United States,US,Music,Apr,20100000,6618524158.0,241,25263000.0,6300.0,101100.0,75800.0,1200000.0,100000.0,2010.0,6.0
AuthenticGames,Gaming,AuthenticGames,Brazil,BR,Games,Oct,20100000,8920141342.0,4974,5420000.0,1400.0,21700.0,16300.0,260200.0,100000.0,2011.0,7.0
Robin Hood Gamer,Entertainment,Homem Aranha player,Unknown,,Games,Mar,20100000,10366850490.0,0,105590432.1068758,0.0,0.0,0.0,0.0,300000.0,2013.0,16.0
Pencilmation,Film & Animation,Pencilmation,United States,US,Entertainment,Feb,20100000,11317309935.0,1481,14862000.0,3700.0,59400.0,44600.0,713400.0,100000.0,2007.0,1.0
7clouds,Music,7clouds,United States,US,Music,May,20100000,14816075927.0,2384,276751000.0,69200.0,1100000.0,830300.0,13300000.0,300000.0,2013.0,25.0
5-Minute Crafts PLAY,Howto & Style,5-Minute Crafts PLAY,United States,US,Howto,Oct,20100000,6119294270.0,5491,105784000.0,26400.0,423100.0,317400.0,5100000.0,100000.0,2017.0,30.0
Marvel Entertainment,Entertainment,MarvelEntertainment,United States,US,Film,May,20100000,5634695322.0,1,63.0,0.02,0.25,0.19,3.0,30.0,2011.0,10.0
BuzzFeedVideo,People & Blogs,BuzzFeedVideo,United States,US,People,Aug,20100000,17913237851.0,7737,9112000.0,2300.0,36400.0,27300.0,437400.0,200000.0,2011.0,10.0
REACT,Entertainment,REACT,United States,US,Entertainment,Jun,20000000,13154314376.0,4339,23206000.0,5800.0,92800.0,69600.0,1100000.0,100000.0,2007.0,4.0
Vevo,Music,Vevo,United States,US,Music,Apr,20000000,559765455.0,1527,1331000.0,333.0,5300.0,4000.0,63900.0,200000.0,2006.0,14.0
Gordon Ramsay,Entertainment,Gordon Ramsay,United Kingdom,GB,Entertainment,Apr,20000000,3875172235.0,1527,39228000.0,9800.0,156900.0,117700.0,1900000.0,200000.0,2006.0,29.0
Pentatonix,Music,pentatonix,Canada,CA,Entertainment,Mar,20000000,6033295543.0,1,26065653.25155255,0.0,0.0,0.0,0.0,100000.0,2006.0,9.0
Green Gold TV - Official Channel,Film & Animation,Green Gold TV - Official Channel,India,IN,Entertainment,Jul,20000000,9715291883.0,1476,70278000.0,0.0,0.0,0.0,0.0,100000.0,2011.0,1.0
Gusttavo Lima Oficial,Music,Gusttavo Lima Oficial,Brazil,BR,Music,Nov,19900000,13917423958.0,416,214803000.0,53700.0,859200.0,644400.0,10300000.0,100000.0,2010.0,9.0
HaerteTest,Science & Technology,HaerteTest,Germany,DE,Tech,Sep,19800000,3234880084.0,1411,5650000.0,1400.0,22600.0,17000.0,271200.0,100000.0,2011.0,6.0
Crafty Panda,People & Blogs,Crafty Panda,United States,US,Entertainment,Dec,19800000,5759442450.0,760,6137000.0,1500.0,24500.0,18400.0,294600.0,100000.0,2017.0,3.0
SOMOY TV,News & Politics,TIME NEWS,United States,US,News,Nov,19800000,12293479945.0,9930,16229.0,4.0,65.0,49.0,779.0,300000.0,2013.0,16.0
JennaMarbles,Comedy,JennaMarbles,United States,US,Comedy,Feb,19700000,1803249241.0,250,3769000.0,942.0,15100.0,11300.0,180900.0,3.0,2010.0,16.0
Troom Troom Es,People & Blogs,Troom Troom Es,Unknown,,Howto,Feb,19700000,7452667615.0,2912,29387000.0,7300.0,117500.0,88200.0,1400000.0,100000.0,2016.0,5.0
Official Pink Panther,Film & Animation,OfficialPinkPanther,United States,US,Games,Oct,19700000,10955619815.0,1,72944141.89029251,0.0,0.0,0.0,0.0,200000.0,2011.0,6.0
Britain's Got Talent,Entertainment,Britain's Got Talent,United Kingdom,GB,Entertainment,Apr,19700000,11323617496.0,4225,54192000.0,13500.0,216800.0,162600.0,2600000.0,100000.0,2008.0,12.0
SCTV,Entertainment,SCTV,United Kingdom,GB,Music,Mar,19700000,9808676159.0,267,336.0,0.08,1.0,1.0,16.0,100000.0,2006.0,25.0
AS Gaming,Gaming,ASGaming,United States,US,Games,Mar,19600000,2851024430.0,17,23.0,0.01,0.09,0.07,1.0,500000.0,2009.0,5.0
Sony AATH,Shows,Sony AATH,United States,US,Entertainment,Nov,19600000,13930021471.0,18661,274212000.0,68600.0,1100000.0,822600.0,13200000.0,300000.0,2013.0,13.0
tabii Urdu,Entertainment,tabii Urdu,Turkey,TR,Entertainment,Apr,19600000,8779729549.0,1306,110806000.0,27700.0,443200.0,332400.0,5300000.0,100000.0,2020.0,17.0
DaFuq!?Boom!,Film & Animation,DaFuq!?Boom!,United States,US,Entertainment,Jun,19600000,7906181776.0,214,2304000000.0,576000.0,9200000.0,6900000.0,110600000.0,6700000.0,2016.0,6.0
Clash of Clans,Gaming,Clash of Clans,United States,US,Games,Jan,19600000,3961318438.0,674,22292000.0,5600.0,89200.0,66900.0,1100000.0,400000.0,2013.0,31.0
RKD Studios,Entertainment,RKD Studios,India,IN,Entertainment,Mar,19500000,5234251168.0,847,59841000.0,0.0,0.0,0.0,0.0,300000.0,2014.0,14.0
DLS News,News & Politics,DLS News,India,IN,News,Jul,19400000,2255542592.0,4750,32111000.0,8000.0,128400.0,96300.0,1500000.0,100000.0,2017.0,5.0
JukiLop,People & Blogs,JukiLop,Mexico,MX,People,Sep,19400000,1577859332.0,85,2382000.0,595.0,9500.0,7100.0,114300.0,100000.0,2017.0,15.0
etvteluguindia,Entertainment,etvteluguindia,India,IN,Entertainment,Mar,19400000,23038014291.0,125974,272917000.0,68200.0,1100000.0,818800.0,13100000.0,200000.0,2010.0,15.0
FIFA,Sports,FIFA,Switzerland,CH,Sports,Sep,19400000,5529131886.0,10728,58863000.0,14700.0,235500.0,176600.0,2800000.0,100000.0,2006.0,6.0
Manoj  parihar,unknown,Manoj  parihar,India,IN,Howto,Mar,19300000,264228052.0,335,37167000.0,9300.0,148700.0,111500.0,1800000.0,300000.0,2021.0,2.0
Vsauce,Science & Technology,Vsauce,Unknown,,Entertainment,Jul,19300000,2897907132.0,462,69614000.0,17400.0,278500.0,208800.0,3300000.0,100000.0,2007.0,30.0
Unbox Therapy,Science & Technology,Unbox Therapy,Unknown,,Tech,Dec,19300000,4508184467.0,2175,16718000.0,4200.0,66900.0,50200.0,802500.0,1100000.0,2010.0,21.0
shane,People & Blogs,shane,United States,US,Comedy,Sep,19200000,4329121104.0,570,2730000.0,683.0,10900.0,8200.0,131100.0,100000.0,2005.0,22.0
Sonotek,Entertainment,Sonotek,India,IN,Music,Jan,19200000,7590582024.0,8285,28678000.0,7200.0,114700.0,86000.0,1400000.0,100000.0,2011.0,11.0
Jimmy Kimmel Live,Entertainment,Jimmy Kimmel Live,United States,US,Comedy,Sep,19100000,13124645973.0,6526,17243000.0,4300.0,69000.0,51700.0,827600.0,700000.0,2006.0,20.0
TheOdd1sOut,Comedy,TheOdd1sOut,United States,US,Comedy,Aug,19100000,4566120190.0,139,30986000.0,7700.0,123900.0,93000.0,1500000.0,400000.0,2014.0,30.0
Goldmines Great Indian Comedy,Film & Animation,Goldmines Great Indian Comedy,Unknown,,Film,Aug,19100000,5194942269.0,2948,65920000.0,16500.0,263700.0,197800.0,3200000.0,200000.0,2016.0,29.0
Lil Nas X,Music,Lil Nas X,Unknown,,Music,May,19100000,6339584661.0,37,46192000.0,11500.0,184800.0,138600.0,2200000.0,200000.0,2018.0,19.0
ýýýýýýýýýýýýýý ýýýý,Education,ýýýýýýýýýýýýýý ýýýý,United States,US,Entertainment,Feb,19000000,4924054368.0,60,21587000.0,5400.0,86300.0,64800.0,1000000.0,100000.0,2018.0,20.0
SUPER SLICK SLIME SAM,Howto & Style,SUPER SLICK SLIME SAM,Mexico,MX,Howto,Jan,19000000,7229175322.0,903,123338000.0,30800.0,493400.0,370000.0,5900000.0,200000.0,2018.0,23.0
Wow Kidz Action,Film & Animation,Wow Kidz Action,India,IN,Entertainment,Nov,19000000,8281724393.0,1525,105706000.0,26400.0,422800.0,317100.0,5100000.0,200000.0,2017.0,8.0
Turma da Mï¿½ï¿½,Film & Animation,Turma da Mï¿½ï¿½,Brazil,BR,Film,Jul,19000000,13824277846.0,1154,76903000.0,19200.0,307600.0,230700.0,3700000.0,100000.0,2012.0,30.0
Calvin Harris,Music,Calvin Harris,United Kingdom,GB,Music,Feb,19000000,16014044618.0,79,102410000.0,25600.0,409600.0,307200.0,4900000.0,100000.0,2007.0,11.0
KBS WORLD TV,Entertainment,KBS WORLD TV,South Korea,KR,Entertainment,Jan,19000000,15126092508.0,64496,107989000.0,27000.0,432000.0,324000.0,5200000.0,100000.0,2007.0,6.0
HiMan,People & Blogs,HiMan,Russia,RU,Entertainment,Oct,18900000,2855519150.0,375,24563000.0,6100.0,98300.0,73700.0,1200000.0,10.0,2014.0,16.0
Masha e o Urso,Shows,Masha e o Urso,Unknown,,,Feb,18900000,8301731337.0,0,70387039.8733899,0.0,0.0,0.0,0.0,2.0,2014.0,20.0
Little Angel Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Education,Little Angel Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Mexico,MX,Education,Jan,18900000,9813245108.0,719,140398000.0,35100.0,561600.0,421200.0,6700000.0,300000.0,2018.0,26.0
TED-Ed,Education,TED-Ed,United States,US,Education,Mar,18800000,3654621568.0,2072,29874000.0,7500.0,119500.0,89600.0,1400000.0,100000.0,2011.0,1.0
Sidemen,Entertainment,Sidemen,United Kingdom,GB,Entertainment,Jun,18800000,5257834105.0,312,78158000.0,19500.0,312600.0,234500.0,3800000.0,100000.0,2015.0,14.0
Cardi B,People & Blogs,Cardi B,Unknown,,,Aug,18800000,7634430188.0,9,7.0,0.0,0.03,0.02,0.34,100000.0,2017.0,15.0
Busy Fun Ltd,unknown,TG MAYANK YT,Unknown,,,Dec,18800000,7762077012.0,2,13810690.216735784,0.0,0.0,0.0,0.0,800000.0,2021.0,21.0
